preco,area_m2,quartos,banheiros,garagem,idade_do_imovel,latitude,longitude,bairro,seguranca
1431649.95,153.8,2,3,1,0,-23.662022,-46.544814,Vila Nobre,2
614100.84,134.91,2,2,0,41,-23.693428,-46.522644,Zona Leste,1
558236.38,78.16,2,2,1,25,-23.599431,-46.625348,Centro,3
1068387.38,133.62,2,1,3,17,-23.653653,-46.699234,Jardim Sul,2
888058.81,79.31,3,2,1,11,-23.574908,-46.64246,Vila Nobre,2
1090144.32,143.99,3,2,2,35,-23.627747,-46.513578,Jardim Sul,3
1234431.71,134.76,2,2,3,24,-23.642694,-46.648481,Vila Nobre,1
1560322.67,143.81,3,2,3,19,-23.558065,-46.551386,Vila Nobre,1
984643.81,109.63,3,1,1,44,-23.639032,-46.580812,Jardim Sul,3
323831.11,39.83,2,2,0,31,-23.517047,-46.656545,Centro,2
898911.07,132.73,3,1,1,16,-23.543702,-46.619001,Jardim Sul,3
347491.02,35.95,2,1,1,17,-23.5761,-46.633834,Bairro Industrial,2
599057.04,74.7,2,2,1,0,-23.682952,-46.566241,Centro,2
1007664.16,73.2,4,2,1,37,-23.614423,-46.618792,Vila Nobre,3
622340.33,82.86,2,2,2,38,-23.624893,-46.601049,Jardim Sul,1
511009.24,38.05,2,3,2,19,-23.581817,-46.621065,Jardim Sul,2
908028.43,147.68,2,2,1,4,-23.544543,-46.635786,Centro,2
932741.73,124.49,3,3,1,13,-23.552257,-46.559611,Jardim Sul,2
872375.21,164.56,2,3,1,27,-23.682269,-46.648776,Zona Leste,2
833071.53,105.71,3,1,1,44,-23.596534,-46.585927,Vila Nobre,1
548797.75,85.92,2,3,2,0,-23.612121,-46.652651,Bairro Industrial,3
900391.69,111.93,2,3,0,47,-23.595708,-46.634364,Vila Nobre,2
537179.25,82.33,2,3,1,29,-23.589364,-46.534485,Bairro Industrial,3
684309.79,83.88,3,2,1,8,-23.583128,-46.552702,Zona Leste,2
422784.55,96.86,3,2,1,40,-23.599306,-46.692834,Bairro Industrial,1
694483.21,96.0,2,2,2,28,-23.594807,-46.57257,Zona Leste,2
269959.61,24.42,1,1,1,8,-23.670657,-46.641136,Zona Leste,1
1038305.09,114.31,4,2,1,20,-23.677789,-46.575645,Jardim Sul,2
671501.99,76.66,2,2,2,10,-23.659318,-46.692179,Jardim Sul,2
601678.63,91.74,2,2,2,4,-23.588071,-46.516915,Centro,1
794836.48,70.5,3,1,1,10,-23.590575,-46.529281,Vila Nobre,1
225730.75,15.09,3,3,1,25,-23.536392,-46.597542,Bairro Industrial,2
866750.17,87.87,3,2,2,8,-23.697788,-46.656745,Vila Nobre,1
435031.12,60.63,2,3,2,27,-23.585578,-46.643705,Centro,3
1187123.09,141.78,2,2,1,36,-23.589126,-46.533602,Vila Nobre,2
600815.36,88.71,3,1,1,23,-23.683431,-46.588453,Jardim Sul,1
1020685.35,149.24,3,2,1,14,-23.620596,-46.571112,Zona Leste,3
1045529.11,151.54,3,3,1,21,-23.510081,-46.652084,Zona Leste,2
512854.4,80.68,2,3,0,26,-23.696255,-46.601347,Zona Leste,3
310445.72,32.8,2,1,1,20,-23.582108,-46.681887,Centro,2
564311.91,30.08,3,1,2,5,-23.654279,-46.669622,Jardim Sul,2
826689.47,75.1,2,2,1,4,-23.587125,-46.668269,Vila Nobre,2
470981.76,47.37,3,2,1,37,-23.557374,-46.581826,Centro,2
824069.07,96.23,3,1,1,35,-23.545805,-46.587572,Jardim Sul,2
935314.16,108.67,2,2,3,7,-23.643663,-46.560872,Zona Leste,3
486259.69,43.12,2,3,2,16,-23.551751,-46.698799,Jardim Sul,2
327945.96,30.1,2,1,1,25,-23.65567,-46.517912,Bairro Industrial,3
385269.17,81.67,2,1,1,0,-23.602323,-46.656621,Bairro Industrial,2
852306.02,86.2,2,1,1,41,-23.59402,-46.699469,Jardim Sul,3
1067940.35,104.13,2,1,1,48,-23.621145,-46.63085,Vila Nobre,3
1010424.96,166.29,3,2,3,24,-23.60143,-46.520092,Zona Leste,2
323914.59,46.56,2,2,2,29,-23.500732,-46.610661,Zona Leste,2
436796.26,50.52,3,2,1,7,-23.503151,-46.62276,Centro,1
395609.26,25.02,1,1,2,39,-23.560953,-46.695037,Jardim Sul,3
763663.67,140.09,2,2,1,1,-23.681046,-46.502561,Zona Leste,1
751225.26,81.41,3,1,2,43,-23.563749,-46.618125,Jardim Sul,3
682238.44,97.2,3,2,1,32,-23.613284,-46.610328,Jardim Sul,2
618383.73,70.23,3,2,1,1,-23.551922,-46.573566,Centro,2
565789.51,70.54,2,1,1,24,-23.6949,-46.655428,Jardim Sul,1
347415.69,45.72,3,2,1,32,-23.5474,-46.551168,Centro,2
814149.06,115.54,2,3,2,18,-23.665172,-46.583996,Centro,3
834012.53,83.13,3,2,1,39,-23.551231,-46.673575,Jardim Sul,3
620781.16,84.2,2,2,1,0,-23.634202,-46.656182,Centro,3
546689.29,98.77,4,2,0,22,-23.62688,-46.53903,Bairro Industrial,2
526202.7,53.0,2,1,1,9,-23.598952,-46.537009,Vila Nobre,2
930700.45,84.89,4,2,3,26,-23.696362,-46.555666,Vila Nobre,2
791852.1,120.64,2,3,2,29,-23.616008,-46.588502,Jardim Sul,2
786521.07,68.73,2,1,3,22,-23.682795,-46.504818,Vila Nobre,2
327056.62,4.57,2,1,1,24,-23.676993,-46.635706,Vila Nobre,3
1068713.64,162.42,2,2,1,20,-23.616307,-46.678162,Jardim Sul,2
639768.15,72.62,3,1,2,30,-23.553022,-46.678712,Jardim Sul,2
390436.79,14.13,2,1,1,10,-23.663355,-46.592213,Jardim Sul,2
595418.66,131.08,2,2,1,13,-23.50887,-46.546574,Zona Leste,1
382565.18,34.77,4,3,3,15,-23.515809,-46.574573,Bairro Industrial,2
624813.22,93.32,3,2,1,39,-23.575404,-46.500649,Zona Leste,2
626815.8,56.72,3,1,1,42,-23.599739,-46.522608,Vila Nobre,2
743881.78,58.99,3,1,1,30,-23.671491,-46.535716,Vila Nobre,3
775050.06,75.7,4,3,0,1,-23.579464,-46.654823,Centro,3
746163.0,95.63,2,2,3,28,-23.612536,-46.574814,Zona Leste,3
826152.66,77.18,3,2,2,36,-23.573261,-46.676974,Vila Nobre,3
891844.45,73.8,2,2,1,43,-23.672765,-46.627852,Vila Nobre,2
755201.27,93.39,1,1,1,12,-23.677796,-46.65333,Jardim Sul,1
823505.71,116.92,3,2,3,9,-23.627934,-46.668684,Jardim Sul,1
720010.27,104.4,4,3,0,14,-23.683622,-46.506271,Jardim Sul,1
930404.16,109.16,3,1,1,4,-23.501415,-46.57302,Jardim Sul,2
496037.88,61.97,3,2,2,22,-23.693541,-46.566907,Bairro Industrial,3
770569.74,108.76,2,3,3,24,-23.609151,-46.639509,Centro,3
819594.96,139.47,3,1,1,29,-23.529299,-46.55629,Zona Leste,2
602325.29,77.54,3,2,2,0,-23.666339,-46.521198,Zona Leste,3
394347.29,39.93,3,2,1,25,-23.542001,-46.505606,Zona Leste,1
643998.27,119.2,1,1,1,15,-23.622223,-46.521986,Zona Leste,1
239120.86,21.97,2,2,0,45,-23.627573,-46.548966,Centro,3
571133.47,108.6,2,2,1,12,-23.583851,-46.549626,Centro,2
881431.27,73.26,2,2,1,32,-23.550184,-46.691957,Vila Nobre,2
821277.59,90.1,2,2,1,38,-23.538319,-46.672489,Jardim Sul,2
416411.51,52.87,3,1,2,33,-23.643318,-46.538874,Bairro Industrial,2
628452.16,70.44,4,2,1,13,-23.555129,-46.539735,Jardim Sul,3
644572.82,80.09,3,3,3,3,-23.662878,-46.675239,Jardim Sul,1
650654.36,69.86,2,2,2,28,-23.50107,-46.538328,Zona Leste,3
372938.09,33.27,4,3,0,30,-23.667225,-46.500831,Zona Leste,2
627204.16,71.53,3,2,1,23,-23.501151,-46.610568,Zona Leste,2
710057.96,51.32,3,2,1,5,-23.684635,-46.516516,Vila Nobre,2
803235.64,142.25,2,1,1,44,-23.597427,-46.582124,Zona Leste,3
604799.33,52.5,2,2,1,45,-23.544519,-46.586821,Jardim Sul,3
943331.59,166.83,2,1,1,19,-23.52599,-46.599443,Centro,2
1187122.69,143.12,2,2,2,42,-23.617161,-46.643994,Vila Nobre,3
1168767.39,162.11,2,2,1,12,-23.555092,-46.664332,Jardim Sul,2
1100754.68,107.42,2,2,1,39,-23.568841,-46.648803,Vila Nobre,3
1351593.03,159.12,3,2,1,10,-23.61133,-46.506814,Jardim Sul,2
655527.66,124.67,2,3,0,15,-23.631136,-46.573643,Bairro Industrial,2
511060.19,31.12,4,3,3,39,-23.56345,-46.686586,Jardim Sul,3
502076.19,51.0,3,2,2,30,-23.616239,-46.551105,Jardim Sul,1
590953.92,98.95,3,2,2,41,-23.549589,-46.691828,Centro,2
1540235.47,128.85,3,2,1,42,-23.659196,-46.518399,Vila Nobre,2
868176.62,77.62,2,1,0,4,-23.656279,-46.674119,Vila Nobre,3
1463972.13,182.89,2,2,2,47,-23.675533,-46.683018,Jardim Sul,3
654908.94,78.96,2,2,1,10,-23.638531,-46.51805,Jardim Sul,2
649706.8,116.97,2,2,2,40,-23.523741,-46.659894,Centro,2
463459.98,60.95,3,1,2,43,-23.626253,-46.673471,Centro,1
716975.71,65.46,2,2,3,17,-23.657366,-46.648948,Jardim Sul,3
365669.61,62.02,2,2,3,34,-23.521293,-46.586186,Bairro Industrial,2
804782.44,121.06,2,3,2,36,-23.529843,-46.544594,Jardim Sul,2
813177.48,118.98,3,2,2,4,-23.515207,-46.650267,Centro,2
817898.87,87.36,3,2,1,34,-23.539233,-46.512175,Vila Nobre,2
672264.86,104.54,3,2,1,37,-23.65078,-46.636943,Centro,2
368074.31,20.67,1,1,1,28,-23.592674,-46.520881,Vila Nobre,2
297837.36,63.97,3,1,1,34,-23.640249,-46.503518,Bairro Industrial,2
569373.26,47.88,3,3,2,13,-23.601671,-46.584523,Centro,3
868290.16,132.69,4,2,1,43,-23.599464,-46.651428,Jardim Sul,2
737474.41,143.82,2,1,0,38,-23.60025,-46.500595,Zona Leste,2
927278.27,94.34,4,3,2,32,-23.680534,-46.636328,Vila Nobre,2
274763.67,14.83,3,3,0,23,-23.616577,-46.665446,Zona Leste,2
502407.89,59.71,2,3,1,38,-23.628339,-46.657911,Jardim Sul,1
723489.06,144.27,3,2,2,12,-23.53205,-46.506775,Bairro Industrial,3
756880.46,99.72,1,1,2,6,-23.647182,-46.578336,Jardim Sul,3
486336.45,62.04,2,2,1,41,-23.563613,-46.520965,Jardim Sul,1
433756.19,44.83,2,3,1,40,-23.628729,-46.60446,Jardim Sul,3
638502.93,89.2,4,3,2,1,-23.512336,-46.569616,Centro,2
440339.49,82.19,2,1,1,21,-23.557042,-46.566282,Centro,1
638841.44,69.42,3,2,1,9,-23.583191,-46.689549,Jardim Sul,2
737719.81,143.48,2,2,1,32,-23.674116,-46.625485,Bairro Industrial,2
714469.0,85.69,2,1,2,45,-23.523258,-46.684816,Zona Leste,3
526244.94,59.36,4,2,1,24,-23.688456,-46.664679,Centro,2
784248.24,121.12,2,2,2,13,-23.564823,-46.591131,Zona Leste,3
679272.84,65.53,3,2,2,4,-23.563309,-46.604589,Centro,3
1136624.34,176.36,2,3,1,21,-23.588054,-46.663739,Jardim Sul,2
998587.94,139.33,3,2,1,7,-23.686943,-46.604913,Jardim Sul,2
692820.51,76.99,2,1,1,48,-23.658739,-46.58632,Vila Nobre,3
818551.44,146.22,3,2,1,36,-23.616573,-46.629125,Jardim Sul,2
637713.99,77.01,4,3,1,13,-23.668006,-46.614173,Jardim Sul,2
621091.42,55.11,2,2,3,27,-23.672803,-46.540803,Vila Nobre,2
480286.07,84.97,2,2,3,41,-23.522471,-46.661328,Centro,1
1241184.56,104.66,2,2,1,8,-23.689803,-46.664006,Vila Nobre,3
576252.72,56.96,3,2,2,6,-23.6177,-46.570709,Centro,2
768058.64,76.56,2,2,1,5,-23.581769,-46.537207,Vila Nobre,1
954704.64,139.05,2,3,0,1,-23.531959,-46.585833,Zona Leste,3
1071506.47,117.08,4,3,1,15,-23.629753,-46.646509,Jardim Sul,2
902741.18,121.23,3,2,0,3,-23.61169,-46.619223,Jardim Sul,2
785651.1,129.37,3,2,2,21,-23.560974,-46.541038,Jardim Sul,2
782396.02,108.65,3,3,1,46,-23.502258,-46.693463,Zona Leste,3
504625.85,42.16,3,2,1,26,-23.695646,-46.627349,Vila Nobre,2
508711.25,54.76,3,2,1,9,-23.613251,-46.506283,Zona Leste,2
631271.16,131.0,3,2,2,30,-23.660731,-46.60483,Bairro Industrial,1
708106.91,135.25,2,2,0,45,-23.538896,-46.566589,Jardim Sul,1
509257.01,72.1,2,2,2,7,-23.59227,-46.648861,Centro,1
788495.04,73.47,3,2,2,6,-23.664811,-46.6197,Vila Nobre,1
676453.78,76.39,2,2,2,24,-23.633372,-46.627126,Jardim Sul,3
784653.8,122.05,2,2,0,23,-23.529534,-46.633883,Zona Leste,2
510332.27,51.27,2,2,2,44,-23.529757,-46.634009,Jardim Sul,1
552050.61,61.04,2,2,2,49,-23.669752,-46.581703,Jardim Sul,2
365937.04,28.72,2,2,1,19,-23.644185,-46.53932,Centro,2
748509.98,81.17,4,3,0,6,-23.515327,-46.681541,Jardim Sul,2
854702.46,111.98,2,1,2,49,-23.65744,-46.540551,Jardim Sul,2
851428.55,135.08,3,2,2,37,-23.667345,-46.662418,Centro,1
723302.34,160.91,4,3,1,4,-23.668595,-46.633485,Bairro Industrial,1
401250.52,77.15,2,3,1,0,-23.542755,-46.647514,Bairro Industrial,1
1004931.78,87.35,4,3,2,13,-23.647633,-46.528082,Vila Nobre,2
1092544.19,120.81,2,1,1,34,-23.60201,-46.579227,Vila Nobre,3
685702.28,77.95,1,1,1,16,-23.645597,-46.506301,Zona Leste,3
557586.32,91.17,3,2,2,18,-23.637983,-46.566085,Zona Leste,1
723133.8,145.8,2,2,2,25,-23.502897,-46.593775,Jardim Sul,1
590258.54,87.71,3,1,2,29,-23.646197,-46.593182,Centro,1
996272.39,121.23,3,3,1,17,-23.652605,-46.684951,Jardim Sul,2
783059.39,86.4,2,2,1,44,-23.538633,-46.509884,Vila Nobre,1
913201.16,175.61,2,2,1,9,-23.555235,-46.643056,Zona Leste,2
709055.67,99.78,3,2,1,45,-23.510216,-46.527952,Jardim Sul,2
930624.9,72.96,2,3,3,38,-23.63321,-46.672709,Vila Nobre,2
653235.86,75.6,2,2,2,22,-23.529399,-46.684482,Jardim Sul,2
523286.44,54.51,2,2,2,43,-23.672065,-46.555719,Centro,3
931667.94,75.26,3,2,1,6,-23.698189,-46.525708,Vila Nobre,2
650059.36,64.18,2,2,2,8,-23.553771,-46.598646,Zona Leste,3
703408.93,105.74,3,2,0,49,-23.68147,-46.589328,Centro,3
338563.19,45.14,2,2,1,44,-23.621609,-46.570439,Bairro Industrial,3
560051.98,75.65,3,2,2,20,-23.545289,-46.535904,Centro,1
695769.71,81.44,2,2,1,48,-23.657478,-46.502998,Jardim Sul,2
703818.24,68.04,3,2,0,5,-23.569336,-46.640787,Jardim Sul,3
1253588.94,122.18,4,2,0,17,-23.55724,-46.533517,Vila Nobre,2
1693569.61,188.34,3,2,3,17,-23.528611,-46.550373,Vila Nobre,3
582256.4,68.06,2,3,1,28,-23.529757,-46.535489,Centro,2
675184.56,83.75,3,1,1,29,-23.565443,-46.636979,Jardim Sul,2
561614.33,59.88,3,2,2,26,-23.668793,-46.524127,Jardim Sul,2
486825.1,73.52,2,3,1,27,-23.640752,-46.541605,Zona Leste,2
965396.45,127.49,3,1,2,11,-23.624037,-46.589359,Jardim Sul,2
357467.14,40.17,2,2,1,28,-23.660902,-46.668722,Zona Leste,2
370079.46,57.84,2,1,1,46,-23.596385,-46.540246,Centro,3
567105.65,84.23,3,2,3,4,-23.59331,-46.558265,Bairro Industrial,3
723608.9,134.35,3,1,1,21,-23.682008,-46.695841,Bairro Industrial,2
754897.58,50.29,4,2,2,13,-23.537903,-46.526966,Vila Nobre,2
622254.1,42.77,2,2,2,13,-23.551226,-46.581905,Vila Nobre,2
487458.43,66.37,2,2,1,28,-23.675869,-46.618983,Zona Leste,2
1118688.49,106.85,3,2,2,22,-23.638088,-46.56294,Vila Nobre,2
900664.66,170.72,3,2,1,1,-23.597947,-46.508186,Zona Leste,1
575688.82,65.72,2,2,1,23,-23.589446,-46.669239,Jardim Sul,3
572825.43,87.23,4,3,1,0,-23.658047,-46.638864,Centro,1
829630.34,102.33,2,2,3,18,-23.601701,-46.660048,Jardim Sul,1
466709.06,49.67,3,2,1,48,-23.68525,-46.504487,Zona Leste,3
646505.82,91.79,2,1,1,2,-23.699452,-46.615103,Centro,2
400434.85,10.55,2,2,2,14,-23.516753,-46.531253,Vila Nobre,1
649326.85,123.7,3,2,1,42,-23.533942,-46.60604,Zona Leste,2
206967.16,24.43,2,1,1,28,-23.604021,-46.564979,Bairro Industrial,3
308698.53,32.09,2,2,1,2,-23.670159,-46.55935,Zona Leste,2
657722.7,83.78,3,1,2,10,-23.650331,-46.56027,Jardim Sul,3
513476.31,65.25,2,3,1,18,-23.641329,-46.651621,Jardim Sul,1
672614.74,149.9,2,3,1,2,-23.566807,-46.653114,Zona Leste,1
794970.79,98.14,4,3,1,47,-23.65952,-46.633867,Jardim Sul,2
818630.31,104.15,3,2,2,37,-23.679024,-46.529229,Jardim Sul,2
834855.57,74.65,2,2,1,3,-23.698782,-46.534431,Vila Nobre,2
528131.87,97.55,3,2,1,21,-23.562872,-46.627238,Bairro Industrial,2
789415.88,141.15,2,3,1,40,-23.693117,-46.597092,Zona Leste,3
719595.96,158.49,2,1,1,8,-23.642682,-46.524083,Centro,1
656769.51,86.46,3,1,2,42,-23.665655,-46.576859,Zona Leste,2
433948.14,97.21,3,1,0,11,-23.526248,-46.666522,Bairro Industrial,1
1078033.13,100.49,3,2,1,24,-23.57175,-46.51399,Vila Nobre,3
691429.5,100.47,3,3,1,9,-23.620267,-46.560739,Jardim Sul,1
886646.89,122.09,4,2,2,8,-23.575754,-46.695282,Jardim Sul,1
467885.71,86.55,1,1,1,12,-23.576609,-46.579839,Bairro Industrial,2
913357.25,96.19,2,2,2,3,-23.509386,-46.691431,Jardim Sul,3
501565.48,72.23,2,2,3,19,-23.546514,-46.519504,Zona Leste,2
453280.05,26.75,3,2,3,25,-23.617442,-46.500602,Jardim Sul,1
1069475.85,77.28,4,2,2,28,-23.528971,-46.627949,Vila Nobre,2
1182764.21,130.33,3,3,1,3,-23.550855,-46.51485,Vila Nobre,2
891270.2,106.04,3,2,2,37,-23.666047,-46.607577,Jardim Sul,2
810974.38,89.51,4,3,0,8,-23.62597,-46.509361,Jardim Sul,3
755322.31,89.28,3,2,0,11,-23.513194,-46.691152,Jardim Sul,2
330006.22,15.92,1,1,3,6,-23.641823,-46.509787,Zona Leste,3
328076.92,27.2,2,3,0,18,-23.676725,-46.680187,Centro,3
583446.02,115.86,2,2,1,9,-23.650029,-46.539863,Zona Leste,1
861831.1,60.87,3,2,2,25,-23.527335,-46.65991,Vila Nobre,3
465743.86,60.95,3,1,1,11,-23.633208,-46.643535,Centro,3
735932.41,104.35,3,2,2,39,-23.648599,-46.543924,Jardim Sul,2
981168.96,68.07,3,2,1,35,-23.620413,-46.583234,Vila Nobre,3
989951.35,105.29,2,1,1,11,-23.685917,-46.661404,Vila Nobre,3
915210.95,197.44,2,2,1,33,-23.552226,-46.526383,Zona Leste,2
1534228.85,166.17,3,3,1,47,-23.543829,-46.588184,Vila Nobre,2
937201.78,173.31,2,3,2,18,-23.557865,-46.661477,Zona Leste,1
617550.25,117.26,3,2,1,0,-23.574155,-46.525225,Bairro Industrial,2
396363.3,64.25,1,1,1,10,-23.637459,-46.547412,Bairro Industrial,2
1476185.48,179.87,2,2,2,17,-23.616793,-46.509074,Jardim Sul,3
1023673.39,115.62,2,1,1,43,-23.642036,-46.581758,Vila Nobre,3
608986.03,115.68,2,2,2,19,-23.584725,-46.508365,Bairro Industrial,2
533396.14,81.53,3,2,1,32,-23.574802,-46.561334,Zona Leste,2
498096.3,55.03,1,1,1,11,-23.567711,-46.665012,Jardim Sul,2
1010337.35,119.75,3,2,2,26,-23.562964,-46.660967,Vila Nobre,1
493519.7,40.23,3,2,2,33,-23.576825,-46.611568,Jardim Sul,2
358468.09,22.04,1,1,2,14,-23.578917,-46.568924,Jardim Sul,3
735228.64,67.65,1,1,1,16,-23.57016,-46.553161,Vila Nobre,2
661886.55,88.75,2,2,1,2,-23.53756,-46.552068,Centro,3
466979.18,48.34,3,1,1,46,-23.605657,-46.523634,Jardim Sul,2
736309.97,49.83,4,2,2,31,-23.685309,-46.509241,Vila Nobre,2
1095429.44,87.84,4,2,2,23,-23.514144,-46.597066,Vila Nobre,3
573008.54,102.58,3,3,1,6,-23.597313,-46.521945,Bairro Industrial,2
881322.59,89.68,3,2,2,43,-23.61349,-46.543849,Jardim Sul,3
962046.29,107.35,2,2,2,24,-23.565399,-46.684617,Jardim Sul,2
1080782.88,98.33,3,2,3,10,-23.640148,-46.625633,Vila Nobre,3
909526.16,86.29,2,2,1,31,-23.511367,-46.612361,Vila Nobre,2
1042461.85,69.99,3,2,3,40,-23.536702,-46.617705,Vila Nobre,3
460904.27,19.98,2,3,1,23,-23.52119,-46.695674,Vila Nobre,3
697956.62,101.8,3,3,2,9,-23.504688,-46.65729,Zona Leste,2
745895.14,122.88,3,2,2,17,-23.685974,-46.568049,Jardim Sul,1
847411.17,98.25,4,3,2,21,-23.670697,-46.543938,Jardim Sul,1
689978.46,150.97,2,2,3,43,-23.676575,-46.630355,Centro,1
640487.58,66.48,2,2,1,38,-23.538406,-46.649631,Vila Nobre,1
634251.07,117.03,2,2,3,27,-23.55811,-46.510201,Bairro Industrial,3
665211.42,67.87,3,3,2,15,-23.553993,-46.562023,Centro,3
882466.78,111.36,1,1,2,2,-23.553554,-46.589852,Vila Nobre,2
1671433.47,200.6,2,2,2,22,-23.598354,-46.634043,Vila Nobre,2
399270.48,17.44,2,2,2,36,-23.550424,-46.520702,Jardim Sul,3
482850.08,84.72,2,3,1,46,-23.540387,-46.652836,Zona Leste,2
486493.47,62.77,2,3,1,35,-23.67017,-46.694914,Jardim Sul,2
549852.58,77.84,2,2,2,40,-23.507435,-46.670184,Bairro Industrial,3
409675.37,30.32,4,2,2,40,-23.614183,-46.523631,Jardim Sul,2
290416.05,44.02,2,2,1,40,-23.558378,-46.577223,Zona Leste,1
718372.33,96.73,3,2,1,33,-23.550621,-46.638849,Zona Leste,3
1165068.6,127.29,3,2,0,22,-23.666274,-46.683813,Vila Nobre,2
1100495.35,129.34,2,3,1,14,-23.69997,-46.589573,Jardim Sul,3
981259.03,121.89,3,1,1,26,-23.652934,-46.560831,Zona Leste,3
1361204.83,123.92,4,3,1,25,-23.583872,-46.638581,Vila Nobre,3
1154467.22,176.48,2,1,0,25,-23.50653,-46.693983,Zona Leste,3
971381.8,133.89,2,1,1,38,-23.64212,-46.633803,Jardim Sul,2
268616.28,18.61,3,1,2,43,-23.607486,-46.674904,Zona Leste,2
654051.25,75.82,1,1,3,38,-23.503917,-46.694694,Jardim Sul,2
1055428.42,75.31,3,2,3,4,-23.59024,-46.644306,Vila Nobre,2
728674.75,95.98,2,3,1,6,-23.617127,-46.586313,Bairro Industrial,3
631923.98,81.9,2,1,1,4,-23.644815,-46.609741,Centro,3
1050215.9,99.12,3,2,3,47,-23.618851,-46.522524,Jardim Sul,3
735226.2,117.88,2,3,1,46,-23.552231,-46.53513,Zona Leste,2
422207.98,39.83,2,1,0,9,-23.676251,-46.590977,Centro,3
491181.08,66.55,3,2,1,21,-23.577727,-46.578184,Zona Leste,2
510109.64,100.51,2,2,0,48,-23.548187,-46.589272,Centro,1
1104011.13,96.49,4,3,2,24,-23.605815,-46.64226,Vila Nobre,3
324296.71,26.3,2,2,3,40,-23.643471,-46.512812,Zona Leste,3
937757.96,86.52,2,3,2,41,-23.608317,-46.687958,Vila Nobre,2
367092.61,41.64,2,2,2,25,-23.689402,-46.521062,Zona Leste,2
849041.62,90.81,3,2,1,0,-23.533847,-46.691325,Jardim Sul,2
619702.73,102.04,3,3,0,20,-23.580058,-46.684584,Jardim Sul,1
595527.92,78.41,3,2,2,27,-23.636867,-46.63624,Jardim Sul,1
861341.94,65.72,2,1,1,43,-23.585027,-46.678711,Vila Nobre,3
679906.58,113.8,2,2,3,6,-23.572216,-46.536498,Bairro Industrial,3
703825.39,130.05,2,3,1,45,-23.674031,-46.515816,Zona Leste,2
845962.88,106.83,3,2,1,34,-23.661622,-46.577912,Jardim Sul,3
788098.08,102.35,2,2,2,20,-23.503261,-46.586248,Jardim Sul,3
1313819.54,154.2,2,2,2,18,-23.559868,-46.654537,Vila Nobre,1
865065.17,97.61,3,2,2,44,-23.674984,-46.559426,Zona Leste,3
1061649.98,169.22,3,2,2,25,-23.535325,-46.688637,Zona Leste,2
678423.5,87.5,2,2,2,37,-23.584941,-46.687288,Zona Leste,3
1484772.47,184.81,2,2,1,35,-23.565489,-46.618677,Jardim Sul,3
942587.15,100.55,3,3,1,43,-23.663114,-46.559967,Vila Nobre,2
375548.58,42.25,2,3,1,41,-23.586155,-46.686411,Centro,2
1041737.35,142.46,3,2,3,44,-23.658121,-46.540819,Jardim Sul,3
406478.16,42.8,3,3,1,13,-23.583356,-46.665099,Centro,2
728500.06,108.39,1,1,2,32,-23.527316,-46.662053,Zona Leste,2
966332.82,182.58,3,2,2,19,-23.565454,-46.692709,Zona Leste,3
821358.13,104.16,4,3,1,48,-23.519336,-46.565329,Jardim Sul,2
466072.16,46.47,2,2,0,10,-23.581758,-46.526439,Vila Nobre,1
954919.89,103.26,3,2,1,13,-23.556752,-46.59247,Jardim Sul,3
541872.05,46.3,2,2,1,38,-23.506592,-46.568834,Jardim Sul,3
322567.86,57.25,2,2,2,21,-23.565293,-46.565702,Bairro Industrial,1
438194.4,63.56,2,2,1,21,-23.57474,-46.506332,Zona Leste,2
528369.3,32.46,3,3,1,40,-23.697084,-46.683752,Vila Nobre,2
795770.63,76.05,3,2,2,16,-23.555492,-46.535699,Jardim Sul,2
1027444.89,90.66,4,3,1,17,-23.649692,-46.677618,Vila Nobre,3
1322100.51,115.67,3,2,2,36,-23.601451,-46.660154,Vila Nobre,3
573632.65,87.63,2,2,3,19,-23.574356,-46.565578,Centro,1
894732.72,114.03,4,3,0,9,-23.589539,-46.544432,Jardim Sul,2
865424.63,115.83,2,1,1,16,-23.620242,-46.680378,Jardim Sul,1
697073.76,75.09,3,1,1,40,-23.559746,-46.515271,Jardim Sul,2
502300.09,48.1,3,2,1,22,-23.524869,-46.67566,Centro,3
358491.66,61.98,2,2,1,35,-23.679417,-46.559438,Bairro Industrial,2
1095887.09,156.9,3,2,2,49,-23.646843,-46.60596,Jardim Sul,2
788732.09,121.8,4,3,2,44,-23.658412,-46.692098,Bairro Industrial,3
731625.77,81.36,3,1,1,39,-23.570311,-46.639127,Jardim Sul,2
567074.02,57.5,2,2,2,1,-23.632459,-46.620109,Jardim Sul,2
627444.96,69.52,4,3,1,17,-23.672095,-46.522436,Centro,2
1052223.64,131.85,2,3,2,3,-23.644614,-46.627829,Vila Nobre,1
782906.63,102.22,4,3,1,4,-23.601813,-46.635953,Centro,1
536459.4,107.88,4,3,0,31,-23.633636,-46.693533,Bairro Industrial,1
430328.97,36.26,3,1,1,49,-23.658985,-46.684499,Vila Nobre,1
590882.2,58.96,2,3,2,26,-23.624695,-46.663077,Jardim Sul,3
915921.6,167.03,2,2,1,18,-23.526116,-46.603367,Zona Leste,2
719043.86,51.69,2,1,2,34,-23.502606,-46.60077,Vila Nobre,2
515171.27,72.0,2,2,3,32,-23.666938,-46.599975,Centro,1
1036783.07,91.4,3,1,0,0,-23.620771,-46.699045,Vila Nobre,2
903970.45,102.61,3,3,2,40,-23.632779,-46.613217,Jardim Sul,3
